set,jaccard
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.041666666666666664
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.041666666666666664
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0
Real_vs_CTGAN,0
Real_vs_CTGAN,0
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0
Real_vs_CTGAN,0
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0.010101010101010102
Real_vs_CTGAN,0.030927835051546393
Real_vs_CTGAN,0.02040816326530612
Real_vs_CTGAN,0.02040816326530612
Real_self,0.0989010989010989
Real_self,0.17647058823529413
Real_self,0.13636363636363635
Real_self,0.17647058823529413
Real_self,0.1111111111111111
Real_self,0.16279069767441862
Real_self,0.14942528735632185
Real_self,0.1111111111111111
Real_self,0.13636363636363635
Real_self,0.16279069767441862
Real_self,0.07526881720430108
Real_self,0.08695652173913043
Real_self,0.07526881720430108
Real_self,0.08695652173913043
Real_self,0.0989010989010989
Real_self,0.19047619047619047
Real_self,0.07526881720430108
Real_self,0.17647058823529413
Real_self,0.12359550561797752
Real_self,0.12359550561797752
Real_self,0.07526881720430108
Real_self,0.07526881720430108
Real_self,0.1111111111111111
Real_self,0.08695652173913043
Real_self,0.07526881720430108
Real_self,0.07526881720430108
Real_self,0.13636363636363635
Real_self,0.13636363636363635
Real_self,0.14942528735632185
Real_self,0.08695652173913043
Real_self,0.07526881720430108
Real_self,0.05263157894736842
Real_self,0.12359550561797752
Real_self,0.14942528735632185
Real_self,0.0989010989010989
Real_self,0.07526881720430108
Real_self,0.08695652173913043
Real_self,0.1111111111111111
Real_self,0.08695652173913043
Real_self,0.19047619047619047
Real_self,0.07526881720430108
Real_self,0.08695652173913043
Real_self,0.1111111111111111
Real_self,0.0989010989010989
Real_self,0.14942528735632185
Real_self,0.010101010101010102
Real_self,0.07526881720430108
Real_self,0.02040816326530612
Real_self,0.14942528735632185
Real_self,0.07526881720430108
CTGAN_self,0.08695652173913043
CTGAN_self,0.13636363636363635
CTGAN_self,0.08695652173913043
CTGAN_self,0.0989010989010989
CTGAN_self,0.0989010989010989
CTGAN_self,0.07526881720430108
CTGAN_self,0.07526881720430108
CTGAN_self,0.030927835051546393
CTGAN_self,0.05263157894736842
CTGAN_self,0.08695652173913043
CTGAN_self,0.06382978723404255
CTGAN_self,0.13636363636363635
CTGAN_self,0.08695652173913043
CTGAN_self,0.030927835051546393
CTGAN_self,0.12359550561797752
CTGAN_self,0.08695652173913043
CTGAN_self,0.06382978723404255
CTGAN_self,0.13636363636363635
CTGAN_self,0.02040816326530612
CTGAN_self,0.05263157894736842
CTGAN_self,0.05263157894736842
CTGAN_self,0.12359550561797752
CTGAN_self,0.07526881720430108
CTGAN_self,0.07526881720430108
CTGAN_self,0.05263157894736842
CTGAN_self,0.07526881720430108
CTGAN_self,0.041666666666666664
CTGAN_self,0.06382978723404255
CTGAN_self,0.14942528735632185
CTGAN_self,0.06382978723404255
CTGAN_self,0.07526881720430108
CTGAN_self,0.13636363636363635
CTGAN_self,0.13636363636363635
CTGAN_self,0.07526881720430108
CTGAN_self,0.14942528735632185
CTGAN_self,0.07526881720430108
CTGAN_self,0.06382978723404255
CTGAN_self,0.07526881720430108
CTGAN_self,0.05263157894736842
CTGAN_self,0.13636363636363635
CTGAN_self,0.13636363636363635
CTGAN_self,0.06382978723404255
CTGAN_self,0.1111111111111111
CTGAN_self,0.02040816326530612
CTGAN_self,0.030927835051546393
CTGAN_self,0.05263157894736842
CTGAN_self,0.05263157894736842
CTGAN_self,0.07526881720430108
CTGAN_self,0.06382978723404255
CTGAN_self,0.1111111111111111
